Apr 04, 2012	82.44	82.85	82.94	82.10	-0.49%
Apr 03, 2012	82.85	81.63	82.99	81.63	1.48%
Apr 02, 2012	81.64	82.89	83.30	81.56	-1.48%
Mar 30, 2012	82.87	82.29	82.88	81.84	0.70%
Mar 29, 2012	82.29	82.84	82.87	81.92	-0.66%
Mar 28, 2012	82.85	83.07	83.18	82.61	-0.28%
Mar 27, 2012	83.07	83.02	83.38	82.64	0.07%
Mar 26, 2012	83.02	82.60	83.04	82.56	0.81%
Mar 23, 2012	82.35	82.53	82.95	81.99	-0.22%
Mar 22, 2012	82.53	83.20	83.47	82.33	-0.80%
Mar 21, 2012	83.20	83.67	84.10	83.14	-0.57%
Mar 20, 2012	83.67	83.38	83.83	83.32	0.35%
Mar 19, 2012	83.38	83.46	83.57	83.02	-0.08%
Mar 16, 2012	83.44	83.50	83.94	83.19	-0.07%
Mar 15, 2012	83.50	83.84	84.18	83.20	-0.40%
Mar 14, 2012	83.83	82.96	83.91	82.96	1.06%
Mar 13, 2012	82.96	82.38	83.08	81.97	0.71%
Mar 12, 2012	82.38	82.35	82.43	82.11	-0.13%
Mar 09, 2012	82.48	81.60	82.64	81.48	1.09%
Mar 08, 2012	81.60	81.36	81.73	81.18	0.29%
Mar 07, 2012	81.36	80.64	81.36	80.59	0.89%
Mar 06, 2012	80.64	81.53	81.57	80.59	-1.09%
Mar 05, 2012	81.53	81.62	81.79	81.16	-0.33%
Mar 02, 2012	81.80	81.09	81.87	81.09	0.88%
Mar 01, 2012	81.09	81.29	81.32	80.84	-0.24%
Feb 29, 2012	81.29	80.49	81.38	80.26	1.00%
Feb 28, 2012	80.48	80.47	80.79	80.02	0.01%
Feb 27, 2012	80.47	81.48	81.49	80.14	-0.90%
Feb 24, 2012	81.20	79.94	81.22	79.94	1.57%
Feb 23, 2012	79.95	80.27	80.34	79.86	-0.41%
Feb 22, 2012	80.27	79.85	80.40	79.78	0.52%
Feb 21, 2012	79.85	79.62	79.86	79.56	0.30%
Feb 20, 2012	79.62	79.79	79.79	79.36	0.07%
Feb 17, 2012	79.56	78.83	79.61	78.83	0.92%
Feb 16, 2012	78.83	78.50	78.96	78.37	0.42%
Feb 15, 2012	78.50	78.41	78.66	78.18	0.12%
Feb 14, 2012	78.41	77.52	78.54	77.51	1.15%
Feb 13, 2012	77.52	77.71	77.78	77.37	-0.12%
Feb 10, 2012	77.61	77.66	77.81	77.52	-0.06%
Feb 09, 2012	77.66	77.07	77.73	77.04	0.76%
Feb 08, 2012	77.07	76.77	77.19	76.72	0.39%
Feb 07, 2012	76.77	76.57	76.96	76.53	0.27%
Feb 06, 2012	76.57	76.57	76.80	76.50	-0.05%
Feb 03, 2012	76.61	76.18	76.74	76.14	0.55%
Feb 02, 2012	76.19	76.20	76.24	76.05	-0.01%
Feb 01, 2012	76.20	76.27	76.35	76.02	-0.10%
Jan 31, 2012	76.27	76.38	76.42	76.16	-0.13%
Jan 30, 2012	76.38	76.74	76.78	76.22	-0.42%
Jan 27, 2012	76.69	77.47	77.47	76.65	-1.00%
Jan 26, 2012	77.47	77.79	77.81	77.30	-0.39%
Jan 25, 2012	77.78	77.69	78.28	77.56	0.13%
Jan 24, 2012	77.68	77.00	77.85	76.96	0.88%
Jan 23, 2012	77.00	76.97	77.08	76.87	-0.02%
Jan 20, 2012	77.02	77.08	77.30	76.92	-0.07%
Jan 19, 2012	77.08	76.79	77.32	76.70	0.37%
Jan 18, 2012	76.79	76.82	76.87	76.65	-0.04%
Jan 17, 2012	76.82	76.83	76.88	76.56	-0.01%
Jan 16, 2012	76.83	76.93	76.94	76.70	-0.18%
Jan 13, 2012	76.96	76.79	77.01	76.67	0.22%
Jan 12, 2012	76.79	76.87	76.98	76.67	-0.10%
Jan 11, 2012	76.87	76.86	77.04	76.84	0.02%
Jan 10, 2012	76.86	76.88	76.91	76.78	-0.02%
Jan 09, 2012	76.88	76.94	77.01	76.77	-0.12%
Jan 06, 2012	76.96	77.17	77.34	76.96	-0.27%
Jan 05, 2012	77.17	76.72	77.25	76.66	0.58%
Jan 04, 2012	76.72	76.74	76.83	76.61	-0.02%
Jan 03, 2012	76.74	76.95	76.96	76.63	-0.28%
Jan 02, 2012	76.95	77.04	77.07	76.86	0.08%
Dec 30, 2011	76.89	77.67	77.74	76.88	-1.01%
Dec 29, 2011	77.67	77.95	77.95	77.59	-0.35%
Dec 28, 2011	77.95	77.88	78.04	77.57	0.08%
Dec 27, 2011	77.88	78.01	78.03	77.80	-0.16%
Dec 26, 2011	78.01	78.09	78.09	77.98	-0.10%
Dec 23, 2011	78.08	78.17	78.23	78.00	-0.11%
Dec 22, 2011	78.17	78.08	78.21	78.00	0.11%
Dec 21, 2011	78.08	77.86	78.11	77.69	0.29%
Dec 20, 2011	77.86	78.02	78.06	77.72	-0.20%
Dec 19, 2011	78.02	77.82	78.16	77.80	0.32%
Dec 16, 2011	77.77	77.85	77.96	77.62	-0.11%
Dec 15, 2011	77.85	78.12	78.13	77.74	-0.35%
Dec 14, 2011	78.12	77.97	78.15	77.93	0.20%
Dec 13, 2011	77.97	77.96	78.02	77.65	0.01%
Dec 12, 2011	77.96	77.62	78.00	77.59	0.44%
Dec 09, 2011	77.61	77.68	77.78	77.50	-0.09%
Dec 08, 2011	77.68	77.68	77.80	77.14	0.00%
Dec 07, 2011	77.68	77.75	77.79	77.63	-0.09%
Dec 06, 2011	77.75	77.81	77.86	77.64	-0.07%
Dec 05, 2011	77.81	78.10	78.10	77.69	-0.23%
Dec 02, 2011	77.99	77.77	78.08	77.73	0.29%
Dec 01, 2011	77.77	77.60	77.81	77.49	0.22%
Nov 30, 2011	77.60	77.97	78.16	77.30	-0.48%
Nov 29, 2011	77.97	78.09	78.29	77.63	-0.15%
Nov 28, 2011	78.09	77.68	78.24	77.58	0.47%
Nov 25, 2011	77.73	77.18	77.79	77.18	0.70%
Nov 24, 2011	77.18	77.28	77.28	77.02	-0.13%
Nov 23, 2011	77.28	76.98	77.58	76.93	0.39%
Nov 22, 2011	76.98	76.94	77.32	76.84	0.05%
Nov 21, 2011	76.94	76.85	76.99	76.76	0.05%
Nov 18, 2011	76.90	76.97	77.03	76.58	-0.10%
Nov 17, 2011	76.97	77.07	77.08	76.92	-0.13%
Nov 16, 2011	77.07	77.09	77.15	76.86	-0.02%
Nov 15, 2011	77.09	77.10	77.50	76.91	-0.01%
Nov 14, 2011	77.10	77.18	77.25	76.82	-0.06%
Nov 11, 2011	77.14	77.66	77.67	77.05	-0.67%
Nov 10, 2011	77.66	77.77	77.87	77.51	-0.14%
Nov 09, 2011	77.77	77.71	77.89	77.54	0.09%
Nov 08, 2011	77.71	78.08	78.09	77.61	-0.48%
Nov 07, 2011	78.08	78.16	78.18	77.99	-0.19%
Nov 04, 2011	78.24	78.06	78.27	77.99	0.22%
Nov 03, 2011	78.06	78.15	78.17	77.90	-0.11%
Nov 02, 2011	78.15	78.31	78.32	77.96	-0.20%
Nov 01, 2011	78.31	78.32	78.98	78.02	-0.02%
Oct 31, 2011	78.32	75.76	79.53	75.58	3.30%
Oct 28, 2011	75.82	75.98	76.00	75.68	-0.20%
Oct 27, 2011	75.98	76.18	76.28	75.66	-0.26%
Oct 26, 2011	76.18	76.12	76.32	75.72	0.08%
Oct 25, 2011	76.12	76.20	76.30	75.75	-0.11%
Oct 24, 2011	76.20	76.42	76.44	75.99	-0.11%
Oct 21, 2011	76.29	76.88	76.88	75.82	-0.77%
Oct 20, 2011	76.88	76.84	77.09	76.68	0.05%
Oct 19, 2011	76.84	76.78	76.86	76.66	0.08%
Oct 18, 2011	76.78	76.84	76.91	76.63	-0.08%
Oct 17, 2011	76.84	77.22	77.46	76.60	-0.48%
Oct 14, 2011	77.21	76.90	77.45	76.86	0.40%
Oct 13, 2011	76.90	77.10	77.22	76.68	-0.26%
Oct 12, 2011	77.10	76.71	77.49	76.32	0.52%
Oct 11, 2011	76.71	76.67	76.76	76.60	0.05%
Oct 10, 2011	76.67	76.80	76.86	76.57	-0.09%
Oct 07, 2011	76.73	76.69	76.91	76.59	0.06%
Oct 06, 2011	76.69	76.79	76.84	76.57	-0.13%
Oct 05, 2011	76.79	76.83	77.07	76.62	-0.06%
Oct 04, 2011	76.83	76.62	76.98	76.54	0.28%
Oct 03, 2011	76.62	77.20	77.21	76.52	-0.56%
Sep 30, 2011	77.05	76.73	77.20	76.50	0.42%
Sep 29, 2011	76.73	76.54	77.03	76.42	0.25%
Sep 28, 2011	76.54	76.70	76.71	76.34	-0.21%
Sep 27, 2011	76.70	76.44	76.93	76.27	0.34%
Sep 26, 2011	76.44	76.66	76.76	76.23	-0.20%
Sep 23, 2011	76.60	76.26	76.89	76.15	0.44%
Sep 22, 2011	76.26	76.63	76.93	76.11	-0.48%
Sep 21, 2011	76.63	76.40	76.74	76.12	0.30%
Sep 20, 2011	76.40	76.68	76.76	76.36	-0.37%
Sep 19, 2011	76.68	76.96	76.98	76.33	-0.15%
Sep 16, 2011	76.80	76.72	76.97	76.68	0.10%
Sep 15, 2011	76.72	76.72	77.30	76.56	0.00%
Sep 14, 2011	76.72	76.95	77.06	76.60	-0.29%
Sep 13, 2011	76.95	77.19	77.25	76.81	-0.32%
Sep 12, 2011	77.19	77.47	77.59	76.76	-0.51%
Sep 09, 2011	77.59	77.56	77.86	77.10	0.03%
Sep 08, 2011	77.56	77.35	77.60	77.14	0.27%
Sep 07, 2011	77.35	77.53	77.55	77.08	-0.23%
Sep 06, 2011	77.53	76.93	77.73	76.72	0.78%
Sep 05, 2011	76.93	76.85	76.98	76.69	0.16%
Sep 02, 2011	76.81	76.89	76.97	76.55	-0.10%
Sep 01, 2011	76.89	76.76	77.24	76.71	0.16%
Aug 31, 2011	76.76	76.72	76.84	76.43	0.05%
Aug 30, 2011	76.72	76.95	76.95	76.62	-0.29%
Aug 29, 2011	76.95	76.76	77.02	76.58	0.37%
Aug 26, 2011	76.67	77.40	77.46	76.50	-0.95%
Aug 25, 2011	77.40	77.02	77.70	76.84	0.50%
Aug 24, 2011	77.02	76.66	77.08	76.48	0.48%
Aug 23, 2011	76.66	76.93	76.93	76.47	-0.35%
Aug 22, 2011	76.93	76.85	77.19	76.56	0.50%
Aug 19, 2011	76.55	76.64	76.97	75.97	-0.12%
Aug 18, 2011	76.64	76.62	76.71	76.45	0.02%
Aug 17, 2011	76.62	76.74	76.80	76.41	-0.16%
Aug 16, 2011	76.74	76.82	76.93	76.65	-0.10%
Aug 15, 2011	76.82	76.87	77.08	76.59	0.17%
Aug 12, 2011	76.68	76.94	77.02	76.52	-0.33%
Aug 11, 2011	76.94	76.82	77.22	76.31	0.16%
Aug 10, 2011	76.82	77.14	77.15	76.36	-0.42%
Aug 09, 2011	77.14	77.68	77.71	76.71	-0.68%
Aug 08, 2011	77.68	78.25	78.34	77.50	-1.01%
Aug 05, 2011	78.47	79.08	79.41	78.33	-0.77%
Aug 04, 2011	79.08	77.14	80.24	77.01	2.51%
Aug 03, 2011	77.14	77.30	77.38	76.79	-0.21%
Aug 02, 2011	77.30	77.57	77.78	76.96	-0.35%
Aug 01, 2011	77.57	77.35	78.04	76.31	1.05%
Jul 29, 2011	76.76	77.83	77.87	76.74	-1.37%
Jul 28, 2011	77.83	77.94	78.03	77.63	-0.15%
Jul 27, 2011	77.94	77.99	78.17	77.58	-0.07%
Jul 26, 2011	77.99	78.31	78.56	77.83	-0.40%
Jul 25, 2011	78.31	78.39	78.55	78.06	-0.30%
Jul 22, 2011	78.54	78.56	78.72	78.29	-0.02%
Jul 21, 2011	78.56	78.82	79.02	78.23	-0.33%
Jul 20, 2011	78.82	79.18	79.32	78.71	-0.46%
Jul 19, 2011	79.18	79.04	79.28	78.82	0.17%
Jul 18, 2011	79.04	79.07	79.18	78.95	-0.11%
Jul 15, 2011	79.14	79.01	79.28	78.99	0.16%
Jul 14, 2011	79.01	78.86	79.60	78.47	0.18%
Jul 13, 2011	78.86	79.46	79.57	78.66	-0.75%
Jul 12, 2011	79.46	80.34	80.36	78.49	-1.11%
Jul 11, 2011	80.34	80.68	80.83	80.11	-0.37%
Jul 08, 2011	80.64	81.27	81.48	80.51	-0.77%
Jul 07, 2011	81.27	80.88	81.41	80.80	0.48%
Jul 06, 2011	80.88	81.08	81.10	80.77	-0.25%
Jul 05, 2011	81.08	80.79	81.19	80.79	0.36%
Jul 04, 2011	80.79	80.83	80.87	80.54	-0.06%
Jul 01, 2011	80.83	80.71	81.14	80.56	0.16%
Jun 30, 2011	80.71	80.75	80.86	80.27	-0.05%
Jun 29, 2011	80.75	81.05	81.19	80.58	-0.38%
Jun 28, 2011	81.05	80.77	81.27	80.66	0.36%
Jun 27, 2011	80.77	80.47	80.98	80.47	0.41%
Jun 24, 2011	80.43	80.50	80.61	80.13	-0.08%
Jun 23, 2011	80.50	80.37	80.79	80.34	0.15%
Jun 22, 2011	80.37	80.25	80.42	80.02	0.15%
Jun 21, 2011	80.25	80.21	80.33	80.06	0.05%
Jun 20, 2011	80.21	80.17	80.36	80.03	0.20%
Jun 17, 2011	80.05	80.58	80.68	80.01	-0.67%
Jun 16, 2011	80.58	80.85	81.03	80.49	-0.33%
Jun 15, 2011	80.85	80.51	81.06	80.39	0.42%
Jun 14, 2011	80.51	80.20	80.65	80.11	0.39%
Jun 13, 2011	80.20	80.36	80.69	80.09	-0.16%
Jun 10, 2011	80.33	80.36	80.40	79.97	-0.03%
Jun 09, 2011	80.36	79.87	80.46	79.84	0.60%
Jun 08, 2011	79.87	80.19	80.21	79.70	-0.39%
Jun 07, 2011	80.19	80.12	80.33	79.99	0.09%
Jun 06, 2011	80.12	80.23	80.40	79.98	-0.19%
Jun 03, 2011	80.27	80.89	80.89	80.06	-0.76%
Jun 02, 2011	80.89	80.94	81.32	80.57	-0.07%
Jun 01, 2011	80.94	81.36	81.50	80.68	-0.51%
May 31, 2011	81.36	80.87	81.77	80.71	0.60%
May 30, 2011	80.87	80.87	81.02	80.77	0.09%
May 27, 2011	80.80	81.14	81.29	80.71	-0.42%
May 26, 2011	81.14	82.03	82.04	81.09	-1.09%
May 25, 2011	82.03	82.05	82.17	81.80	-0.02%
May 24, 2011	82.05	81.97	82.21	81.62	0.09%
May 23, 2011	81.97	81.66	82.08	81.32	0.32%
May 20, 2011	81.71	81.73	81.86	81.48	-0.02%
May 19, 2011	81.73	81.73	82.22	81.47	-0.00%
May 18, 2011	81.73	81.50	81.81	80.94	0.28%
May 17, 2011	81.50	80.86	81.78	80.84	0.79%
May 16, 2011	80.86	80.72	81.06	80.68	0.09%
May 13, 2011	80.79	81.01	81.09	80.35	-0.28%
May 12, 2011	81.01	81.04	81.32	80.71	-0.03%
May 11, 2011	81.04	80.97	81.32	80.62	0.09%
May 10, 2011	80.97	80.17	81.09	80.17	0.99%
May 09, 2011	80.17	80.80	80.83	80.16	-0.57%
May 06, 2011	80.63	80.32	80.93	80.21	0.40%
May 05, 2011	80.32	80.59	80.65	79.57	-0.35%
May 04, 2011	80.59	81.04	81.19	80.43	-0.55%
May 03, 2011	81.04	81.24	81.24	80.70	-0.24%
May 02, 2011	81.24	81.22	81.69	81.00	0.05%
Apr 29, 2011	81.19	81.62	81.63	81.04	-0.52%
Apr 28, 2011	81.62	82.26	82.26	81.40	-0.78%
Apr 27, 2011	82.26	81.38	82.78	81.35	1.07%
Apr 26, 2011	81.38	81.68	81.98	81.27	-0.36%
Apr 25, 2011	81.68	82.03	82.42	81.64	-0.25%
Apr 22, 2011	81.88	81.87	82.11	81.67	0.01%
Apr 21, 2011	81.87	82.50	82.50	81.62	-0.76%
Apr 20, 2011	82.50	82.77	83.10	82.27	-0.33%
Apr 19, 2011	82.77	82.48	82.88	82.37	0.35%
Apr 18, 2011	82.48	83.09	83.20	82.19	-0.80%
Apr 15, 2011	83.14	83.67	83.76	82.96	-0.63%
Apr 14, 2011	83.67	83.74	83.83	82.96	-0.09%
Apr 13, 2011	83.74	83.76	84.26	83.58	-0.02%
Apr 12, 2011	83.76	84.45	84.57	83.47	-0.82%
Apr 11, 2011	84.45	85.13	85.14	84.36	-0.35%
Apr 08, 2011	84.75	84.89	85.39	84.68	-0.17%
Apr 07, 2011	84.89	85.45	85.48	84.60	-0.65%
Apr 06, 2011	85.45	84.98	85.52	84.84	0.55%
Apr 05, 2011	84.98	84.36	85.23	84.16	0.73%
Apr 04, 2011	84.36	84.17	84.48	83.86	0.36%
Apr 01, 2011	84.06	83.43	84.73	83.37	0.76%
Mar 31, 2011	83.43	83.14	83.45	82.57	0.35%
Mar 30, 2011	83.14	82.51	83.21	82.42	0.76%
Mar 29, 2011	82.51	81.72	82.54	81.55	0.96%
Mar 28, 2011	81.72	81.58	81.85	81.53	0.47%
Mar 25, 2011	81.34	81.02	81.49	80.88	0.39%
Mar 24, 2011	81.02	80.88	81.06	80.77	0.18%
Mar 23, 2011	80.88	81.05	81.07	80.71	-0.21%
Mar 22, 2011	81.05	81.23	81.23	80.85	-0.23%
Mar 21, 2011	81.23	81.01	81.32	80.82	0.77%
Mar 18, 2011	80.61	78.99	82.00	78.99	0.02%
Mar 17, 2011	80.59	79.52	82.00	79.16	2.21%
Mar 17, 2011	78.85	77.66	79.76	77.16	-0.83%
Mar 16, 2011	79.51	79.12	79.76	78.23	1.74%
Mar 16, 2011	78.15	80.73	81.19	76.25	-3.37%
Mar 15, 2011	80.87	81.83	82.03	80.73	-1.17%
Mar 14, 2011	81.83	81.30	82.46	81.30	-0.03%
Mar 11, 2011	81.86	82.92	83.30	81.66	-1.28%
Mar 10, 2011	82.92	82.84	83.17	82.70	0.10%
Mar 09, 2011	82.84	82.82	82.93	82.58	0.03%
Mar 08, 2011	82.82	82.29	82.85	82.21	0.63%
Mar 07, 2011	82.29	82.36	82.39	81.96	-0.02%
Mar 04, 2011	82.31	82.38	83.05	82.22	-0.08%
Mar 03, 2011	82.38	81.84	82.52	81.73	0.65%
Mar 02, 2011	81.84	81.92	82.11	81.58	-0.09%
Mar 01, 2011	81.92	81.88	82.24	81.79	0.04%
Feb 28, 2011	81.88	81.64	81.98	81.62	0.25%
Feb 25, 2011	81.68	82.04	82.07	81.65	-0.44%
Feb 24, 2011	82.04	82.45	82.46	81.63	-0.49%
Feb 23, 2011	82.45	82.77	82.89	82.32	-0.39%
Feb 22, 2011	82.77	83.08	83.42	82.58	-0.38%
Feb 21, 2011	83.08	83.11	83.53	83.07	-0.13%
Feb 18, 2011	83.19	83.31	83.52	83.04	-0.15%
Feb 17, 2011	83.31	83.61	83.75	83.16	-0.36%
Feb 16, 2011	83.61	83.72	83.97	83.50	-0.13%
Feb 15, 2011	83.72	83.41	83.92	83.20	0.37%
Feb 14, 2011	83.41	83.44	83.49	83.10	-0.03%
Feb 11, 2011	83.43	83.35	83.67	83.24	0.10%
Feb 10, 2011	83.35	82.42	83.39	82.39	1.13%
Feb 09, 2011	82.42	82.30	82.67	82.21	0.14%
Feb 08, 2011	82.30	82.30	82.42	81.78	-0.00%
Feb 07, 2011	82.30	82.24	82.47	82.17	0.15%
Feb 04, 2011	82.18	81.67	82.46	81.13	0.62%
Feb 03, 2011	81.67	81.50	82.06	81.41	0.21%
Feb 02, 2011	81.50	81.42	81.86	81.36	0.10%
Feb 01, 2011	81.42	82.10	82.15	81.32	-0.83%
Jan 31, 2011	82.10	82.10	82.26	81.91	-0.04%
Jan 28, 2011	82.14	82.89	82.91	81.99	-0.92%
Jan 27, 2011	82.89	82.17	83.20	82.02	0.88%
Jan 26, 2011	82.17	82.26	82.61	81.99	-0.12%
Jan 25, 2011	82.26	82.54	82.66	81.98	-0.33%
Jan 24, 2011	82.54	82.60	82.92	82.31	-0.04%
Jan 21, 2011	82.57	82.95	83.09	82.53	-0.45%
Jan 20, 2011	82.95	82.16	83.13	82.06	0.96%
Jan 19, 2011	82.16	82.62	82.69	81.85	-0.56%
Jan 18, 2011	82.62	82.68	82.82	82.33	-0.06%
Jan 17, 2011	82.68	82.90	83.01	82.36	-0.24%
Jan 14, 2011	82.88	82.77	83.06	82.41	0.13%
Jan 13, 2011	82.77	83.09	83.15	82.55	-0.38%
Jan 12, 2011	83.09	83.36	83.46	82.81	-0.33%
Jan 11, 2011	83.36	82.72	83.49	82.72	0.78%
Jan 10, 2011	82.72	83.06	83.28	82.67	-0.51%
Jan 07, 2011	83.14	83.31	83.69	82.86	-0.20%
Jan 06, 2011	83.31	83.19	83.39	82.88	0.15%
Jan 05, 2011	83.19	82.06	83.38	81.89	1.38%
Jan 04, 2011	82.06	81.67	82.28	81.61	0.47%
Jan 03, 2011	81.67	81.13	81.75	81.13	0.63%
Dec 31, 2010	81.16	81.50	81.54	80.95	-0.42%
Dec 30, 2010	81.50	81.63	81.86	81.29	-0.15%
Dec 29, 2010	81.63	82.37	82.37	81.61	-0.89%
Dec 28, 2010	82.37	82.76	82.77	81.82	-0.48%
Dec 27, 2010	82.76	82.95	82.98	82.65	-0.14%
Dec 24, 2010	82.88	83.03	83.16	82.87	-0.18%
Dec 23, 2010	83.03	83.57	83.58	82.86	-0.64%
Dec 22, 2010	83.57	83.81	83.85	83.42	-0.29%
Dec 21, 2010	83.81	83.79	83.91	83.50	0.02%
Dec 20, 2010	83.79	84.03	84.12	83.63	-0.23%
Dec 17, 2010	83.99	84.06	84.20	83.69	-0.08%
Dec 16, 2010	84.06	84.28	84.44	83.90	-0.26%
Dec 15, 2010	84.28	83.81	84.51	83.65	0.56%
Dec 14, 2010	83.81	83.45	83.83	82.84	0.43%
Dec 13, 2010	83.45	83.99	84.35	83.11	-0.60%
Dec 10, 2010	83.95	83.83	84.01	83.46	0.14%
Dec 09, 2010	83.83	84.11	84.11	83.52	-0.33%
Dec 08, 2010	84.11	83.49	84.30	83.48	0.75%
Dec 07, 2010	83.49	82.68	83.66	82.34	0.97%
Dec 06, 2010	82.68	82.80	82.99	82.57	0.16%
Dec 03, 2010	82.55	83.84	83.85	82.53	-1.54%
Dec 02, 2010	83.84	84.14	84.37	83.50	-0.36%
Dec 01, 2010	84.14	83.69	84.40	83.39	0.54%
Nov 30, 2010	83.69	84.28	84.28	83.43	-0.70%
Nov 29, 2010	84.28	84.18	84.40	83.84	0.24%
Nov 26, 2010	84.07	83.65	84.18	83.64	0.50%
Nov 25, 2010	83.65	83.53	83.70	83.40	0.15%
Nov 24, 2010	83.53	83.27	83.66	82.95	0.31%
Nov 23, 2010	83.27	83.31	83.85	82.79	-0.05%
Nov 22, 2010	83.31	83.48	83.56	83.23	-0.26%
Nov 19, 2010	83.53	83.54	83.64	83.14	-0.01%
Nov 18, 2010	83.54	83.14	83.78	83.10	0.49%
Nov 17, 2010	83.14	83.38	83.55	83.04	-0.29%
Nov 16, 2010	83.38	83.17	83.59	82.91	0.25%
Nov 15, 2010	83.17	82.49	83.26	82.40	0.81%
Nov 12, 2010	82.50	82.43	82.65	81.66	0.08%
Nov 11, 2010	82.43	82.23	82.60	82.04	0.25%
Nov 10, 2010	82.23	81.59	82.80	81.56	0.78%
Nov 09, 2010	81.59	81.11	81.97	80.54	0.59%
Nov 08, 2010	81.11	81.16	81.43	81.01	-0.20%
Nov 05, 2010	81.27	80.79	81.48	80.62	0.59%
Nov 04, 2010	80.79	81.07	81.22	80.59	-0.35%
Nov 03, 2010	81.07	80.68	81.57	80.61	0.49%
Nov 02, 2010	80.68	80.58	80.96	80.47	0.11%
Nov 01, 2010	80.58	80.36	81.14	80.33	0.25%
Oct 29, 2010	80.39	80.94	81.08	80.39	-0.68%
Oct 28, 2010	80.94	81.58	81.70	80.87	-0.79%
Oct 27, 2010	81.58	81.42	81.99	81.38	0.20%
Oct 26, 2010	81.42	80.81	81.65	80.62	0.74%
Oct 25, 2010	80.81	81.31	81.33	80.42	-0.67%
Oct 22, 2010	81.36	81.27	81.50	80.98	0.11%
Oct 21, 2010	81.27	81.11	81.82	80.92	0.20%
Oct 20, 2010	81.11	81.46	81.47	80.85	-0.43%
Oct 19, 2010	81.46	81.18	81.92	81.15	0.34%
Oct 18, 2010	81.18	81.32	81.41	81.13	-0.35%
Oct 15, 2010	81.47	81.59	81.62	80.89	-0.14%
Oct 14, 2010	81.59	81.72	81.73	80.89	-0.16%
Oct 13, 2010	81.72	81.80	82.00	81.71	-0.10%
Oct 12, 2010	81.80	82.32	82.32	81.67	-0.63%
Oct 11, 2010	82.32	81.83	82.34	81.83	0.50%
Oct 08, 2010	81.90	82.36	82.56	81.74	-0.56%
Oct 07, 2010	82.36	82.98	83.03	82.12	-0.74%
Oct 06, 2010	82.98	83.17	83.24	82.76	-0.23%
Oct 05, 2010	83.17	83.58	83.99	82.98	-0.50%
Oct 04, 2010	83.58	83.35	83.86	83.19	0.45%
Oct 01, 2010	83.21	83.51	83.56	83.16	-0.36%
Sep 30, 2010	83.51	83.77	83.80	83.17	-0.31%
Sep 29, 2010	83.77	83.94	84.09	83.50	-0.21%
Sep 28, 2010	83.94	84.27	84.34	83.70	-0.39%
Sep 27, 2010	84.27	84.33	84.37	84.12	0.07%
Sep 24, 2010	84.21	84.57	85.39	84.12	-0.42%
Sep 23, 2010	84.57	84.59	84.67	84.27	-0.03%
Sep 22, 2010	84.59	84.99	85.00	84.28	-0.47%
Sep 21, 2010	84.99	85.72	85.72	84.97	-0.85%
Sep 20, 2010	85.72	85.75	85.80	85.51	-0.16%
Sep 17, 2010	85.86	85.81	85.93	85.60	0.05%
Sep 16, 2010	85.81	85.61	85.93	85.23	0.24%
Sep 15, 2010	85.61	83.08	85.77	82.88	3.04%
Sep 14, 2010	83.08	83.61	83.71	82.93	-0.63%
Sep 13, 2010	83.61	84.25	84.29	83.51	-0.68%
Sep 10, 2010	84.18	83.92	84.38	83.75	0.32%
Sep 09, 2010	83.92	84.00	84.02	83.50	-0.10%
Sep 08, 2010	84.00	83.75	84.04	83.35	0.29%
Sep 07, 2010	83.75	84.17	84.26	83.52	-0.50%
Sep 06, 2010	84.17	84.46	84.49	84.05	-0.20%
Sep 03, 2010	84.34	84.37	85.22	84.17	-0.04%
Sep 02, 2010	84.37	84.51	84.56	84.00	-0.17%
Sep 01, 2010	84.51	84.13	84.67	83.68	0.46%
Aug 31, 2010	84.13	84.61	84.66	83.83	-0.56%
Aug 30, 2010	84.61	85.60	85.90	84.49	-0.77%
Aug 27, 2010	85.26	84.31	85.45	84.28	1.13%
Aug 26, 2010	84.31	84.79	84.89	84.28	-0.56%
Aug 25, 2010	84.79	84.19	84.83	84.06	0.71%
Aug 24, 2010	84.19	85.08	85.16	83.60	-1.06%
Aug 23, 2010	85.08	85.56	85.64	85.07	-0.60%
Aug 20, 2010	85.60	85.20	85.82	85.20	0.46%
Aug 19, 2010	85.20	85.46	85.92	84.90	-0.30%
Aug 18, 2010	85.46	85.62	85.62	85.19	-0.18%
Aug 17, 2010	85.62	85.18	85.68	85.18	0.51%
Aug 16, 2010	85.18	85.97	85.98	85.12	-1.20%
Aug 13, 2010	86.22	86.17	86.38	85.57	0.06%
Aug 12, 2010	86.17	85.13	86.18	84.93	1.22%
Aug 11, 2010	85.13	85.32	85.46	84.73	-0.22%
Aug 10, 2010	85.32	85.93	86.24	85.18	-0.72%
Aug 09, 2010	85.93	85.35	85.95	85.34	0.49%
Aug 06, 2010	85.51	85.81	86.18	85.03	-0.34%
Aug 05, 2010	85.81	86.33	86.45	85.71	-0.60%
Aug 04, 2010	86.33	85.88	86.40	85.33	0.52%
Aug 03, 2010	85.88	86.53	86.60	85.69	-0.75%
Aug 02, 2010	86.53	86.52	86.88	86.32	0.09%
Jul 30, 2010	86.46	86.76	86.82	86.02	-0.37%
Jul 29, 2010	86.78	87.34	87.53	86.54	-0.72%
Jul 28, 2010	87.41	87.88	88.13	87.24	-0.47%
Jul 27, 2010	87.82	86.91	87.98	86.84	1.05%
